Class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope
angry,0.107,0.582,5.817,79.106,3.137,-0.013,0.602,-0.194,-0.027,-0.105,-0.023,-0.186,0.014,0.088,-0.049,-0.088,-0.094,258.74,0.008
angry,0.169,0.551,4.531,107.873,1.453,0.357,0.716,-0.127,0.476,0.427,-0.028,0.196,-0.014,0.025,0.19,0.092,0.12,624.396,0.039
angry,0.134,0.515,6.237,142.175,1.456,0.003,1.048,-0.092,-0.013,0.192,0.238,0.107,0.119,0.088,0.056,0.023,0.068,861,0.051
angry,0.126,0.597,6.75,117.189,2.903,0.005,0.255,-0.647,-0.175,-0.654,-0.848,-0.744,-0.151,0.144,-0.006,-0.213,0.191,293.766,-0.02
angry,0.034,0.554,4.399,178.957,2.285,0.009,0.686,-0.032,0.257,0.045,-0.058,0.041,0.108,0.07,-0.011,-0.027,0.064,47.909,0.218
angry,0.188,0.52,5.997,122.783,3.087,-0.55,0.223,-0.215,0.219,-0.07,-0.057,0.037,0.2,0.143,0.161,0.201,0.064,522.821,-0.024
angry,0.291,0.573,7.838,143.126,3.155,-0.068,0.74,0.423,-0.011,0.055,-0.042,0.031,0.049,-0.06,-0.015,0.096,0.05,1521.069,0.036
angry,0.227,0.616,5.167,109.845,2.672,-0.077,0.597,0.316,0.064,0.051,-0.035,0.015,0.059,0.051,0.075,0.241,0.047,885.976,0.143
angry,0.167,0.593,8.996,181.874,3.014,-0.338,0.562,-0.076,0.326,-0.069,0.131,0.196,-0.054,0.065,-0.039,0.012,0.111,678.732,-0.055
angry,0.262,0.527,6.795,142.863,2.043,-0.019,0.213,0.272,0.242,0.036,0.055,0.09,-0.018,0.079,-0.006,-0.034,0.051,2150.544,0.011
angry,0.12,0.596,6.862,119.034,2.102,-0.197,0.656,-0.174,0.199,0.139,0.247,-0.015,-0.178,0.022,0.038,0.013,-0.072,241.849,0.035
angry,0.223,0.588,4.979,80.072,2.148,-0.096,0.649,0.081,0.144,0.074,0.171,-0.003,-0.097,0.012,-0.016,0.055,0.062,998.358,0.138
angry,0.151,0.562,5.729,54.514,2.002,-0.197,0.197,-0.128,0.045,0.164,0.099,0.126,0.123,0.107,0.114,-0.057,-0.061,851.747,-0.112
angry,0.036,0.564,7.433,104.817,2.561,-0.19,0.754,-0.291,0.142,-0.032,0.114,0.041,0.195,0.002,-0.04,-0.027,0.039,54.649,0.151
angry,0.268,0.496,4.444,150.255,2.314,0.118,0.541,-0.185,0.063,0.164,0.114,0.04,0.033,0.114,0.168,0.051,0.066,1802.253,0.07
angry,0.268,0.496,4.444,150.255,2.314,0.118,0.541,-0.185,0.063,0.164,0.114,0.04,0.033,0.114,0.168,0.051,0.066,1802.253,0.07
angry,0.096,0.432,5.074,132.409,2.126,0.283,0.424,-0.101,0.292,-0.132,0.235,0.066,-0.153,0.102,0.048,0,0.142,324.946,0.302
angry,0.052,0.528,4.86,133.897,1.766,0.044,0.603,0.306,0.282,0.205,0.193,0.106,0.065,-0.016,0.051,0.063,0.057,82.682,-0.055
angry,0.119,0.612,5.069,139.847,2.43,0.021,0.684,0.018,0.114,0.219,0.211,0.029,-0.019,0.098,-0.019,-0.063,-0.028,401.104,0.13
angry,0.099,0.607,5.542,120.801,1.611,0.147,0.629,0.131,0.374,0.178,0.117,-0.01,-0.03,0.076,0.04,-0.135,-0.08,221.549,0.164
angry,0.101,0.562,5.905,195.026,1.126,0.136,0.713,0.155,0.29,-0.249,0.334,-0.158,0.04,0.007,0.001,0.101,0.04,224.882,0.064
angry,0.13,0.563,5.435,84.043,2.902,0.321,0.438,0.356,0.177,0.102,0.283,0.143,0.061,0.059,0.132,0.061,0.002,314.295,0.089
angry,0.235,0.503,5.051,100.912,2.164,0.502,0.827,0.167,0.237,0.15,0.169,-0.068,0.007,0.225,0.21,0.253,0.243,1461.857,0.085
angry,0.067,0.566,5.852,149.473,3.789,-0.481,0.835,0.064,0.085,0.03,0.209,0.146,0.078,0.01,-0.053,-0.004,-0.039,158.247,0.212
angry,0.136,0.576,6.126,95.549,2.069,-0.356,0.452,0.157,0.131,0.148,0.281,0.134,0.04,-0.055,-0.029,0.093,0.036,353.425,-0.118
angry,0.108,0.52,4.594,118.512,1.964,0.059,0.605,0.09,0.054,0.02,0.095,-0.056,-0.16,-0.089,0.026,-0.024,0.047,335.515,-0.069
angry,0.297,0.532,4.954,140.241,1.455,0.568,0.4,-0.088,0.205,-0.09,0.08,0.242,0.016,0.115,0.148,0.021,0.057,1592.117,0.125
angry,0.093,0.522,7.468,181.284,0.423,0.06,1.208,1.126,0.77,0.323,0.167,0.066,0.202,0.382,0.111,0.05,-0.068,171.521,-0.284
angry,0.207,0.493,4.173,105.184,2.258,-0.365,0.45,0.07,0.246,0.088,0.027,-0.011,0.099,0.107,0.116,0.049,0.09,992.638,0.008
angry,0.306,0.522,4.653,178.815,0.808,-0.124,0.691,-0.138,0.212,0.135,0.249,-0.024,0.218,0.167,0.199,-0.029,0.022,3899.847,0.009
angry,0.265,0.583,6.245,180.237,1.271,0.083,0.821,-0.267,0.344,0.171,0.264,-0.161,0.297,-0.252,0.135,-0.247,0.191,2600.142,0.292
angry,0.152,0.51,4.793,112.153,1.89,0.11,0.702,0.166,0.168,0.2,0.037,0.13,0.045,0.01,0.04,0.063,0.099,552.166,-0.186
angry,0.161,0.594,4.868,96.015,3.244,0.033,0.442,0.266,0.12,0.156,0.106,0.069,0.075,-0.087,0.093,-0.09,0.06,418.66,-0.025
angry,0.174,0.521,5.115,105.733,1.537,0.38,0.434,0.288,0.239,0.134,0.058,0.037,0.018,0.004,-0.087,-0.074,-0.04,1058.672,0.064
angry,0.174,0.521,5.115,105.733,1.537,0.38,0.434,0.288,0.239,0.134,0.058,0.037,0.018,0.004,-0.087,-0.074,-0.04,1058.672,0.064
angry,0.069,0.469,4.815,162.193,2.368,-0.284,0.417,-0.103,0.016,-0.086,0.081,0.037,-0.004,0.016,0.054,0.032,0.094,122.277,0.017
angry,0.154,0.507,5.795,121.666,1.9,-0.112,0.422,0.058,0.213,0.118,0.186,0.067,-0.021,0.017,0.105,0.151,0.105,469.49,-0.346
angry,0.171,0.522,5.671,120.763,1.774,-0.101,0.458,0.075,0.202,0.146,0.234,0.11,0.046,0.094,0.119,0.079,0.041,627.905,0.05
angry,0.154,0.462,4.83,133.083,1.107,0.045,0.846,0.071,0.305,0.089,0.189,0.054,0.015,0.045,0.04,-0.012,0.032,777.825,-0.126
angry,0.251,0.466,4.468,177.357,2.139,-0.227,0.925,-0.012,0.337,0.138,0.212,0.127,0.038,0.018,0.043,-0.019,0.04,1726.125,-0.21
angry,0.255,0.464,4.362,177.325,2.168,-0.227,0.93,-0.014,0.343,0.14,0.213,0.121,0.034,0.015,0.038,-0.018,0.042,1784.157,-0.186
angry,0.23,0.505,6.279,182.726,2.238,-0.318,0.768,0.061,0.283,0.144,0.293,0.189,0.167,0.074,0.086,0.028,0.083,1361.197,-0.525
angry,0.152,0.546,5.066,163,2.974,-0.518,0.421,-0.22,0.093,-0.073,0.055,-0.111,-0.032,-0.022,-0.101,-0.162,-0.053,703.842,0.332
angry,0.23,0.556,5.452,140.71,2.475,-0.372,1.104,0.413,0.193,0.211,0.459,0.134,0.072,-0.027,-0.01,-0.055,-0.036,758.492,0.117
angry,0.26,0.552,5.321,141.962,2.204,0.079,0.638,-0.003,-0.085,-0.099,-0.089,-0.106,0.127,0.058,0.017,0.037,0.02,1866.417,0.138
angry,0.138,0.537,5.112,117.756,1.591,0.132,0.742,-0.128,0.106,0.138,0.249,-0.02,0.154,-0.072,0.174,-0.022,0.089,481.621,0.231
angry,0.145,0.573,4.388,116.143,2.513,-0.55,0.995,-0.212,0.276,0.201,0.116,-0.09,0.006,0.123,0.099,0.069,0.074,573.027,0.056
angry,0.073,0.552,5.931,158.01,3,-0.584,0.758,-0.047,0.227,0.113,0.123,0.174,0.061,0.131,0.123,0.002,0.046,151.496,-0.008
angry,0.162,0.484,4.84,108.372,2.289,0.127,0.636,-0.047,0.301,0.097,0.172,0.108,0.15,0.05,0.046,0.087,0.134,664.148,-0.267
angry,0.182,0.594,5.782,115.081,1.778,-0.101,0.338,0.129,0.47,0.09,0.101,0.116,0.173,0.062,0.099,0.051,0.049,246.988,-0.111
angry,0.174,0.519,5.133,95.038,3.261,0.406,0.423,-0.051,0.062,-0.083,0.191,0.096,0.044,-0.041,-0.006,0.037,0.089,863.13,-0.095
angry,0.049,0.581,4.841,148.824,1.616,0.27,0.518,0.089,0.144,0.011,0.132,0.027,0.018,-0.011,-0.016,-0.056,-0.028,72.402,0.211
angry,0.135,0.486,4.955,92.09,1.473,0.318,0.537,0.129,0.468,-0.166,0.105,0.054,-0.018,0,0.077,0.019,0.079,466.87,0.157
angry,0.144,0.643,5.955,157.85,3.353,0.776,0.439,-0.33,0.055,-0.048,0.141,0.226,0.27,0.176,0.081,0.228,-0.025,210.928,0.327
angry,0.062,0.635,4.527,107.007,0.323,0.048,0.478,0.029,0.236,0.117,0.033,-0.04,-0.04,0.018,0.067,0.075,0.09,99.633,-0.08
angry,0.201,0.515,6.586,120.389,2.482,0.181,0.64,0.221,0.087,0.235,0.128,0.123,-0.026,0.07,-0.044,0.085,0.039,1256.1,0.078
angry,0.201,0.515,6.586,120.389,2.482,0.181,0.64,0.221,0.087,0.235,0.128,0.123,-0.026,0.07,-0.044,0.085,0.039,1256.1,0.078
angry,0.145,0.577,5.554,118.945,2.546,0.296,0.652,0.277,0.33,0.107,0.128,0.087,0.034,0.019,0.019,0.053,0.076,431.592,-0.104
angry,0.216,0.598,6.516,179.463,1.461,-0.105,0.794,-0.223,-0.065,-0.057,0.077,-0.081,-0.114,0.038,-0.079,-0.023,-0.026,458.392,-0.005
angry,0.108,0.513,7.31,144.728,3.236,0.44,0.528,0.087,0.277,0.145,0.217,0.002,0.086,0.044,0.039,-0.006,-0.008,326.835,-0.011
angry,0.215,0.489,6.177,100.051,2.124,-0.314,0.851,-0.216,0.3,0.147,0.295,-0.133,-0.232,-0.039,0.067,0.052,0.09,1451.29,0.227
angry,0.115,0.587,4.305,54.903,3.92,-0.488,0.785,0.296,0.375,0.007,0.074,0.096,-0.028,-0.068,0.06,-0.066,0.04,283.025,-0.157
angry,0.092,0.578,3.987,108.148,2.854,-0.092,1.248,-0.116,0.73,0.196,0.254,0.017,0.083,-0.059,0.234,0.016,0.106,202.549,0.024
angry,0.103,0.571,7.679,110.098,1.876,-0.105,-0.129,-0.087,0.235,-0.125,-0.048,-0.021,0.212,0.286,-0.023,0.168,0.055,291.883,0.068
angry,0.201,0.53,5.831,118.455,2.797,-0.386,0.587,-0.105,0.284,0.013,-0.019,0.108,0.159,0.197,0.087,-0.238,-0.171,1228.459,0.11
angry,0.08,0.599,5.581,109.533,2.255,0.172,0.448,0.218,-0.038,0.076,0.115,-0.034,0.149,0.104,0.083,0.128,0.052,176.401,-0.027
angry,0.097,0.502,6.844,97.563,2.049,-0.31,0.747,0.006,-0.069,-0.02,0.025,0.06,-0.101,-0.097,-0.119,-0.04,0.052,302.056,-0.24
angry,0.071,0.662,5.102,170.061,2.677,-0.037,0.883,-0.073,0.027,-0.149,0.143,0.024,-0.036,-0.126,-0.086,0.088,0.054,83.64,-0.068
angry,0.075,0.528,4.437,128.347,1.682,0.576,0.726,0.432,0.259,0.094,-0.108,0.102,0.128,-0.051,-0.037,-0.157,-0.209,216.486,0.079
angry,0.174,0.578,5.265,161.144,2.985,0.065,0.718,0.046,0.265,0.104,0.198,0.076,-0.129,-0.057,-0.173,-0.082,0.053,547.713,0.06
angry,0.176,0.498,5.042,179.787,2.79,-0.148,0.342,-0.011,0.029,0.039,0.065,-0.013,-0.129,0.029,-0.038,-0.035,0.038,1121.91,0.032
angry,0.187,0.557,4.724,134.032,1.672,0.566,0.88,-0.113,0.244,0.214,0.278,0.17,-0.049,-0.056,-0.111,-0.003,0.011,889.926,-0.01
angry,0.14,0.573,4.47,113.6,1.997,-0.21,0.694,0.089,0.206,0.062,0.173,0.243,-0.036,-0.149,-0.049,-0.078,0.035,408.726,0.174
angry,0.086,0.475,5.343,151.748,2.24,-0.014,0.834,-0.021,0.345,0.266,0.31,0.155,-0.003,0.016,-0.041,-0.055,0.075,258.4,0
